Life_Expectancy,Population,Smoking_2021,Country,1990,Relative Change,2021,Absolute Change,Age,Cigarettes_Per_Day,Current Male,Former Male,Current Female,Former Female,Total Change (Female),Due to Ageing (Female),Due to Prevalence Changes (Female),Due to Population Growth (Female),Female Morbidity,Male Morbidity
73.74977938339708,30783685.0,51.6,Mozambique,11.2,-0.07,10.5,-0.8,62,18,10,8,12,22,-4.51854797271978,-1.2551842456980071,-1.8515820237039855,-0.11629258381787211,202366.9408416555,247466.15525888468
62.42600483101691,1326051.0,100.6,East Timor,19.4,-0.3,13.6,-5.8,58,16,25,25,15,20,-8.253528141036705,-3.215087852656681,-2.9191952679692115,-0.30656247752817767,255144.10983346243,204586.57676136435
56.41728803276647,17224685.0,35.4,Chad,8.1,-0.32,5.6,-2.6,46,20,33,32,33,27,-7.040679705633838,-1.8262792944798525,-4.16730743251365,0.49290425771422797,121311.08557669164,78274.93485595561
66.83902131563472,105719.0,111.2,Tonga,16.8,0.04,17.5,0.7,32,13,8,15,22,11,-3.361755251472749,-4.067900975730127,-0.0691160135815263,0.7870199427866358,109802.77200855469,89082.85959820964
62.59167592032298,19533886.0,62.5,Malawi,9.4,0.0,9.4,0.0,62,8,12,7,7,8,-0.3469727636960016,-1.2531528167752155,-0.8957549536843565,0.5135784458047941,246743.94984530023,159258.4313624427
69.85710968610032,5752791.0,49.7,Congo,12.6,-0.21,10.0,-2.6,18,13,21,17,34,31,-9.495832263977908,-2.271520155934871,-3.5926134877454032,-0.33599859576464164,64095.4634633079,149222.3482722599
54.08595352503711,3299352.0,92.6,Bosnia and Herzegovina,20.7,-0.25,15.6,-5.1,42,0,34,29,30,29,-1.0961567914473385,-3.979678057266997,-4.649656521394053,0.48888433567510736,142345.66189564628,235886.06740932364
75.64701062536156,9350943.0,108.4,Belarus,32.7,-0.02,32.1,-0.6,24,18,13,21,5,34,-4.231187986887916,-3.540444132510964,-4.71687221311221,-0.6960396350518976,176452.30564808243,195184.28494933798
63.65394964706643,16725482.0,131.1,Cambodia,25.7,-0.36,16.5,-9.2,26,12,5,26,15,12,-4.360804332443763,-1.2569564570908383,-4.398109252472331,-0.7393640238174182,190087.16858758085,147033.27025056235
79.95752236681356,146371293.0,83.3,Russia,34.3,-0.09,31.1,-3.2,41,12,28,26,20,17,-4.997214647922396,-2.5869938216923964,-2.096157081927892,-0.30874592592768213,232153.78919819422,92690.07086259642
67.23101160203622,2830746.0,34.0,Jamaica,6.0,-0.2,4.8,-1.2,18,3,24,14,22,17,-9.306059140958165,-3.919842798034639,-0.3561828939725382,0.615404738088114,138711.43085766456,106709.27558137379
69.74610953615513,3290788.0,99.5,Mongolia,19.0,0.44,27.5,8.4,61,0,29,25,34,21,-9.101231482638394,-0.16364404814851152,-2.5162828599700777,-0.5073035055153963,203171.0861686518,193875.25461726476
68.26965121303083,4400146.0,42.4,Kuwait,12.1,-0.09,11.0,-1.0,25,16,18,16,20,21,-3.990879943409139,-1.4243749009155602,-0.7852725877190139,-0.8734931822026408,196343.85569773908,155859.7012249481
63.11840309899728,6234680.0,19.8,El Salvador,5.7,-0.08,5.2,-0.5,41,7,15,19,27,9,-6.5904142856444174,-0.21432583730101928,-2.770566900700961,-0.7365809295872898,186904.02516343677,178731.87721516803
94.7227946227266,2013259.0,32.5,Guinea-Bissau,9.2,-0.15,7.8,-1.4,80,1,25,25,14,10,-0.8273193342231941,-2.864474773198284,-1.457082271160874,0.7174899370591603,210120.82328555305,92669.35882555842
65.04133821992716,42116604.0,100.4,Iraq,16.6,-0.33,11.2,-5.4,28,7,7,14,22,23,-5.934094626405278,-2.6244982965413977,-1.340636313567496,0.26756656949457525,114862.29276701907,215726.56308614145
80.2352152246566,390819.0,31.0,Belize,4.7,-0.01,4.7,0.0,68,6,13,18,10,17,-8.56718541297359,-0.510223919074904,-4.130181470483307,-0.49359767326004667,71162.18839615725,263134.6852139918
59.06371053936605,42728.0,121.2,Marshall Islands,36.0,0.35,48.4,12.5,34,1,31,17,23,29,-2.8528116649796402,-2.3747532987730766,-3.1939197051209414,0.11059165065636267,79817.91800993585,114484.87669672514
73.72131391093161,11008297.0,58.2,Dominican Republic,9.6,-0.01,9.5,-0.1,25,2,18,9,8,32,-7.066465785589902,-1.4636054404716643,-1.8134892173098804,0.055159244850700784,106145.59566347527,172878.55645795664
74.78872163931835,2890894.0,96.2,Armenia,22.0,-0.15,18.6,-3.4,52,17,34,10,31,30,-4.7452969264410685,-3.7391356125223503,-4.646516959078169,0.3108719568813225,175049.4838806963,293881.83225522545
69.75823022901871,6664142.0,92.2,Kyrgyzstan,23.9,-0.26,17.8,-6.2,52,11,13,28,17,18,-3.0216721449482993,-2.766367656486797,-3.192299061185217,-0.5336248911567674,260110.68763650503,133310.4351376819
64.28995280360427,36134868.0,96.9,Yemen,23.5,-0.35,15.3,-8.2,50,0,8,6,28,26,-0.9973588879792956,-4.382750670948225,-2.326002668594038,0.7288059743887954,225323.33552209602,198761.5862309403
67.36678097386036,126110.0,223.4,Kiribati,60.7,0.12,67.9,7.2,76,11,31,26,18,8,-2.078088051983239,-3.9700998206151916,-0.018877534776806648,-0.3812628758399743,247260.15105051178,72548.9250500611
65.9671049802688,31887801.0,29.4,Ghana,6.2,-0.2,5.0,-1.2,22,4,8,21,7,32,-3.2363893212727586,-4.995282923661844,-2.6273321868877964,0.38826330795247377,137743.90598152284,201503.7506198608
94.02026281835455,15526888.0,105.8,Zimbabwe,9.8,1.07,20.2,10.5,59,16,32,8,14,11,-3.2036681760485646,-4.803674741756699,-0.9197162144283819,-0.9677507072555702,151163.43541213754,72407.94332615448
69.7739691055518,109315119.0,110.5,Egypt,19.6,-0.11,17.4,-2.2,56,15,12,18,10,12,-0.5407535596791355,-0.11358088411535316,-2.839663574666911,-0.25468574021170554,148420.47149765323,289808.8588309555
75.2488877866395,3795680.0,91.1,Georgia,33.5,-0.2,26.9,-6.6,75,14,6,14,5,29,-7.04175902503464,-3.7882315243161884,-1.0180463869014558,-0.2965803640823834,97968.29610112538,228915.66301807784
87.81625090425368,274814864.0,102.8,Indonesia,20.0,0.02,20.5,0.5,58,14,13,7,27,17,-9.988879058038126,-1.6834464524799904,-2.022925991899458,0.08696885716602898,65304.164535893,247039.9470339266
61.236813320258186,607936.0,114.4,Montenegro,26.6,-0.14,22.8,-3.8,45,4,33,29,28,31,-7.280454406018013,-0.8045015060019427,-0.5670227924880082,-0.854527476445607,197729.02320680668,226026.0901929092
70.37660233167938,217449.0,23.5,Sao Tome and Principe,3.5,0.05,3.7,0.2,24,20,18,7,31,10,-7.82108620373256,-2.246697703817179,-2.9452872382494504,0.5802627474522166,297304.1708551465,197432.25901911643
67.30813868318612,10181736.0,90.0,Azerbaijan,22.0,-0.28,15.9,-6.1,26,13,26,19,18,10,-3.3816541488600187,-4.2342774995802195,-1.9784779008926057,-0.5644383964648629,91707.4262375657,162478.19527137635
69.13861554516636,21713839.0,35.7,Mali,5.4,-0.32,3.7,-1.7,25,1,13,10,12,28,-3.6628840023447093,-1.3594178133191681,-1.8499065969058632,0.3540756297640204,61671.204974818436,264593.34494026564
68.20988032882515,33586372.0,47.2,Uzbekistan,10.9,0.08,11.8,0.9,29,10,28,21,23,32,-4.065386172952762,-1.998742949502085,-2.9130852909976337,0.6064242464881864,244882.92045598323,289208.91688576574
62.68122914369783,2235727.0,164.1,Lesotho,19.9,1.24,44.6,24.7,51,18,27,16,18,25,-9.837565567905463,-1.3437470532631246,-4.278439781562592,0.12375391248302625,113146.50167118105,174759.04322602032
71.95410284996633,1245004614.0,48.5,High-income countries,18.4,-0.57,8.0,-10.4,50,6,20,26,14,34,-2.712219455493525,-1.151266885714564,-4.532202965438322,0.481766413443971,257410.9513382321,282883.76228881546
59.37367222583899,7887001284.0,72.6,World,18.7,-0.39,11.5,-7.3,65,5,33,24,21,7,-6.764695875145085,-0.1229481615762742,-4.9166422470018345,0.32372062443001104,225984.16675862885,195833.22749712938
79.88882737309018,2817793595.0,89.4,Upper-middle-income countries,19.1,-0.27,14.0,-5.1,72,1,34,28,13,32,-3.3494401099336892,-2.1321835998664502,-0.6323286787739271,-0.2889404056959848,286418.38426270115,184596.0467241083
76.23309806654603,679560815.0,44.8,Low-income countries,12.7,-0.39,7.7,-5.0,40,5,21,33,33,7,-4.434215714978467,-3.291794436546991,-3.817625438806527,0.6177170780671306,152231.808939168,163620.68323883918
65.06537183635984,3141910276.0,78.5,Lower-middle-income countries,19.4,-0.41,11.5,-7.9,79,17,20,15,10,17,-6.572690745720928,-1.7576772154988145,-3.9424662535911597,-0.41059726022894405,215492.45986265855,102321.94038252997
65.5501667862614,,,,,,,,41,1,34,29,15,26,-8.654237328958923,-4.65779645378687,-1.3198229978696725,0.14242583550303434,166213.69520331768,50929.9152045148
72.75510562348254,,,,,,,,54,17,16,8,29,6,-9.05581102339519,-0.5130134083920685,-3.3999194345630412,0.490795478283079,207647.17432713587,110376.55671401531
62.01454684393818,,,,,,,,52,14,7,30,11,20,-1.6848166688777653,-4.403094943309016,-2.469776537940817,-0.2420881803749848,162399.72650193435,177430.79290089128
88.11980124134871,,,,,,,,61,18,15,32,21,26,-0.8160245791844201,-3.360785810570909,-4.187444673512719,-0.3944647847651499,97158.06160601872,144989.98806493814
73.57925728691768,,,,,,,,57,1,18,30,32,33,-3.5021195323570042,-0.9212730968693954,-0.20127139269015348,-0.08130797965435455,176974.35400084523,162121.30700065845
73.93263151383678,,,,,,,,39,19,22,10,32,10,-8.965658851395165,-2.013438108346441,-0.7420929999138135,0.6359269886983072,182146.05035936058,295162.0548910124
76.81445080357285,,,,,,,,44,5,25,5,5,12,-5.979727831117593,-3.0318223986127895,-0.681051885174984,0.8598435262913295,252650.96206504028,137568.09266733192
64.2053672592993,,,,,,,,52,0,25,24,26,27,-2.7106079989484275,-2.632821703124893,-2.966131257139974,0.0901668257197803,233880.1764483953,163045.73484002697
80.89009981784774,,,,,,,,18,14,9,27,9,12,-2.2017911598993187,-0.7272630339890984,-1.188193931464136,0.3229324106473037,215947.90598536102,83378.88783820489
71.14533366215464,,,,,,,,52,9,20,32,13,34,-8.817813777089114,-3.2999780697005394,-4.280619223051099,0.8065472444778283,78346.77388814313,61989.43310924691
79.50145470998832,,,,,,,,54,18,24,20,22,29,-9.999692811546176,-0.6517515759391435,-4.956904987041098,-0.8029062971741152,230154.07266592875,243852.37864812365
68.0204687343167,,,,,,,,64,16,9,19,28,10,-2.87862954119395,-4.559327845116543,-4.90013533710986,-0.5358428442676699,175076.2890886287,192670.79376799465
83.17278226731186,,,,,,,,31,4,7,21,31,18,-6.4340382401379435,-1.1160078139568466,-2.0669913129771977,0.4178000125031649,273524.8840265398,240176.20151097374
74.0134362702479,,,,,,,,20,3,16,12,25,7,-7.455186683817398,-0.7622618347263179,-2.723025473760296,0.6474889238245993,279967.7335326357,87465.69972163791
91.82507024177087,,,,,,,,18,9,5,32,6,14,-9.871025302104746,-4.0909117358133065,-2.409923255457401,0.7140580566611558,63789.147650446364,192957.19279567274
66.3047838317777,,,,,,,,22,16,25,30,33,7,-4.597005932385003,-2.8482673381389976,-4.962684297913903,-0.16978564629013482,255160.3900886197,113410.61858534388
72.04549396090745,,,,,,,,43,9,33,16,30,31,-1.4884926457401821,-4.172501126681722,-2.8865669017128717,-0.8213201954162663,59424.34760566765,107015.45422500497
59.68423753129842,,,,,,,,72,16,13,31,15,16,-0.4236835372741208,-1.4669793550289114,-1.409659193995696,-0.12443704540076017,141792.40642375566,52881.503513246316
64.7070176245378,,,,,,,,80,19,33,26,31,21,-4.342550493867108,-2.3232611596917163,-2.7865314901628206,-0.5385308195858924,185574.99390526977,82585.18089226798
76.18686547847906,,,,,,,,31,4,13,25,32,31,-4.855386722601058,-1.8233832664583947,-1.3389039684388888,-0.41760709000675167,87025.19965678186,127317.02787492384
81.293244375395,,,,,,,,56,1,8,14,10,33,-9.14943614510759,-4.017565165218945,-3.834905178015826,0.5445351136750116,236578.4531422692,79219.69014773476
99.65010351720721,,,,,,,,44,5,7,31,30,9,-4.511271984574003,-3.9412706897379026,-0.9342899775913729,-0.8489458279482263,52088.67604303464,296464.6101027344
69.0337109337678,,,,,,,,26,20,21,19,12,34,-6.2002092103460535,-4.792513372450468,-2.0578437977327386,0.6551624349614042,92149.76210850921,127158.16213098766
60.66786592354402,,,,,,,,32,1,6,34,8,24,-3.928647191164231,-3.3896623240213515,-3.946184502850469,-0.14466182835166186,195199.20746336892,82580.98667558204
77.53325760377241,,,,,,,,32,12,28,13,22,29,-6.112736521234533,-2.201276693331625,-3.8163976207308354,0.19212786220119016,228596.8905093231,99770.57820698943
58.72172779498694,,,,,,,,43,10,5,6,32,13,-7.597008765496333,-0.7103254300133557,-1.859847677152315,-0.820695537528642,279160.7756734791,196925.80708536913
75.64277388026736,,,,,,,,59,10,12,9,15,34,-9.050347247716235,-1.6653627627065966,-0.8503020339377834,-0.32528184328544074,226374.16298365596,66010.88096619713
64.97744283805876,,,,,,,,77,15,17,10,9,25,-6.850815554111042,-2.823018383001243,-2.9218610898542243,-0.8205981619703084,217944.8175637165,265608.5325352892
72.11594970380393,,,,,,,,30,10,27,11,19,30,-9.033551657122477,-0.23439942802931135,-3.708497854362039,0.9230874457622191,148585.28658766608,290374.91980928683
80.91046102164667,,,,,,,,68,18,19,25,32,24,-8.23103049176016,-1.4037739971208407,-0.6649419654469977,0.6145232986525009,50321.10638170035,111686.85516684523
68.89266570919304,,,,,,,,80,14,12,29,22,11,-0.1266384142045407,-0.34917398568724956,-1.6536585412458256,-0.08073449128707955,80039.81468390548,162523.81714771484
79.32879084328621,,,,,,,,49,15,16,5,6,26,-5.5589644309338135,-2.3620601336391718,-2.7595725635846176,-0.5527949033526578,183638.6361890098,55533.61275737427
78.73158548619149,,,,,,,,56,10,26,27,26,8,-4.6812823349498345,-3.705478626034302,-2.560499023603491,0.8669102104997044,218782.47146110493,210177.55618180538
51.35668471690906,,,,,,,,66,15,16,30,15,17,-1.2638147126278465,-4.73586656817639,-3.978717660318018,-0.31080680854605647,154362.07097411563,153481.5145131472
60.98399253964428,,,,,,,,69,7,18,11,30,17,-0.044310995093121974,-1.3695757425807473,-1.8659868496757803,-0.6780311366252505,232669.75288209756,117514.61652538892
54.38193138604528,,,,,,,,78,3,19,24,29,14,-4.1728555065531845,-4.39348500997233,-3.2062874472855567,0.12632877690790978,180465.57383304468,101709.27765415212
90.01737102530136,,,,,,,,49,7,19,29,17,22,-1.8752617895582837,-3.486124358640164,-0.02177411662825346,0.8875482406896322,68544.04889857805,213505.76941469012
68.94608074562673,,,,,,,,21,3,13,34,8,21,-6.730589756633247,-2.337645460580513,-2.599082423690561,-0.9923394189993548,98004.0627419872,154054.25775807863
87.80829212966643,,,,,,,,47,2,23,16,26,24,-6.942560425527089,-2.1779170611012617,-2.570571969051934,-0.5237503134920025,259999.55581098574,94914.822257478
53.670477194580165,,,,,,,,54,2,30,20,11,24,-5.972962790054398,-1.9970840150643197,-2.1707410629466404,0.8768952808208152,231228.18665610987,222277.27037170602
64.27231575451474,,,,,,,,40,17,24,20,33,17,-3.274927373263509,-4.168723348251497,-0.4162199844062666,-0.6578280662856759,273690.4967531237,191268.07075917342
78.00498241765973,,,,,,,,56,18,33,15,15,21,-3.1780831074490123,-3.1013129758917564,-0.9959095007012486,-0.7735130967203603,79389.31228023414,264668.01373237406
71.79274604426683,,,,,,,,62,18,26,25,26,26,-6.847605653505492,-1.9140288644151666,-2.744349651010793,0.14037443159960894,297555.63365376845,79368.97471912322
75.32859892813458,,,,,,,,32,20,12,8,28,8,-8.667900758633714,-0.15090567683107636,-1.4065036701360203,0.7236876465896598,102351.6784874834,246416.65048611403
57.46191766206743,,,,,,,,60,4,25,17,8,5,-3.676037435344915,-1.3618443115015566,-2.0688225060961916,-0.04578036461214774,52944.969071660504,218379.19670431476
83.76803492878929,,,,,,,,46,17,23,11,32,5,-8.716741378112355,-0.38698121453021095,-2.5381647564937553,0.9891285133690495,299355.7347633885,78752.73420702445
77.77016095757288,,,,,,,,53,9,10,8,19,19,-4.2150749177066995,-1.188939708429115,-4.038421136078247,0.35834339907598567,120268.47136127828,223705.1824679302
74.01625505491474,,,,,,,,30,20,24,19,5,17,-3.06577871943691,-2.041415155537998,-2.680318682725545,-0.8518501855791045,217004.86312814,160386.8222199576
63.14389718918192,,,,,,,,49,5,29,23,27,21,-2.9938850360554836,-4.039883154318277,-3.770907064887127,0.9856642633639507,94170.5785440763,286246.19638896076
73.23800127605945,,,,,,,,24,0,33,13,7,28,-2.465278893404033,-1.6665717405374347,-0.4257892507417269,-0.18421152643961913,195057.13304978542,85402.83765447483
67.0851002100651,,,,,,,,76,4,23,15,18,30,-1.2714057843433544,-1.8831021702004644,-3.322965932518265,-0.42519493230903493,276008.7466136398,210708.3477039345
53.49508789962238,,,,,,,,68,8,8,12,10,12,-5.000410080352116,-1.987654147713668,-0.2386799273331386,0.11575836715577115,130045.29185710965,145495.0113657365
69.49577148278512,,,,,,,,39,11,27,5,22,22,-2.697508104704288,-2.5510706600587962,-2.3347235495264442,-0.3913848163582714,217563.49401108982,289203.66764771944
68.43269601777475,,,,,,,,45,13,11,27,29,31,-3.808272646341633,-2.356716980053622,-1.8422781066191982,-0.8270849857596954,96975.89719960414,132493.72382256913
80.6240150987512,,,,,,,,19,1,32,29,5,17,-8.133600602023174,-3.3277873644094798,-2.285297777553361,-0.9971433138416466,206198.8496796813,290546.47737295006
47.65573557685798,,,,,,,,59,16,32,28,10,27,-9.743103551305918,-2.403436536788484,-4.353096915166495,-0.1008332941594754,134112.58795437752,275371.4627751873
72.35199828854701,,,,,,,,62,13,8,12,10,18,-7.154586143230662,-4.012220471607609,-3.1208939049602953,0.6737268444531845,102802.06464698791,117595.80882766408
58.44431951894283,,,,,,,,79,12,26,17,25,12,-5.569662936623806,-0.9741280131981158,-4.50426943861188,0.1446303712601531,128295.51267590879,250885.44420660692
73.19223342195546,,,,,,,,74,8,16,26,20,12,-3.8289405557134373,-4.0711152265064605,-1.8852297790830912,0.9984145978868817,94710.26712694984,298901.0504508765
73.74280055577306,,,,,,,,70,14,17,31,33,31,-1.5004066949679462,-4.575168550552668,-2.765629023997805,-0.42630670870560006,275479.0269594707,113165.75054282058
69.13155222869808,,,,,,,,23,14,7,8,9,30,-8.037542832938344,-2.818769868214213,-1.110075142145316,-0.43908987047988934,149296.7215792822,159194.29233082992
78.07293124811085,,,,,,,,45,10,26,12,21,19,-8.744502101015229,-1.7084628024696906,-3.897647595003151,-0.6805010795321116,111319.82624359184,180045.1841416899
57.542339409003006,,,,,,,,45,15,16,7,14,31,-0.365200525256725,-2.811415875332293,-4.177169707853325,-0.6718728234693296,162101.9602539832,123732.78395096608
81.07720450281701,,,,,,,,61,16,6,33,32,17,-8.919554406235928,-3.616229340243457,-2.9683388451811608,-0.4296268079799044,130134.0417016239,53816.20991150744
62.91921133805859,,,,,,,,61,3,28,13,25,11,-5.215089298928108,-2.209144080547796,-0.36707308390809423,0.5856800905470543,236104.8134533315,105032.31104938166
54.441013495101046,,,,,,,,37,0,6,33,22,9,-4.1443627120669815,-3.264988322939,-1.4478909249379415,0.8115135812728957,292804.9779713736,120484.22108543961
67.2760402950019,,,,,,,,47,7,31,6,11,21,-4.586255790925618,-0.3356615493668347,-2.9053818760354067,0.9501743394153626,159508.4141744117,160899.9253295468
49.048424773200146,,,,,,,,79,16,27,6,7,32,-9.139678429670568,-0.3867743019821397,-2.4136391512284474,-0.5354206918070947,265258.3499930601,92775.61960335047
72.54173892246202,,,,,,,,28,2,13,32,17,29,-9.429730859963806,-2.4881409001395225,-4.578934944114509,0.7625950912281834,191465.76838990487,268313.5891729181
67.40749557419774,,,,,,,,75,19,5,17,19,33,-8.945165725389643,-3.360580029908707,-0.07712051811943432,-0.3434898214453259,89308.91627355837,226227.783182834
82.33686921376037,,,,,,,,72,14,12,19,24,20,-4.144123161273875,-1.3143379302168046,-1.6679634765254052,-0.7743189109662312,222655.6855203354,71300.11938991549
76.48924210506996,,,,,,,,45,14,27,32,23,27,-4.556551123656789,-4.816435282584667,-3.572979657682888,0.7400498510403313,178358.62428145504,212523.11278498286
56.0800366281199,,,,,,,,42,13,10,27,7,6,-7.6625920796325575,-2.626154969781744,-2.070958028923778,0.27221126928723716,212651.63081302587,213414.11910140511
61.61612508882115,,,,,,,,56,13,10,16,8,26,-3.6222585815440844,-3.3183830286483325,-4.45258816965503,-0.6705382078378765,272421.8531429162,289055.2934109069
75.20664420534209,,,,,,,,79,1,26,30,9,22,-1.7993249794435062,-0.39732057448722635,-0.1708166559620823,-0.1403374849739949,160108.6426640115,50755.21783904031
78.47079009985035,,,,,,,,50,12,29,8,5,21,-9.584210401534062,-4.939984863636587,-4.126075060583171,-0.4254846102458647,275294.40580433886,111983.1124514518
82.2250091488688,,,,,,,,18,13,22,30,8,34,-5.018700564519576,-2.2359256214082546,-1.7598484097239293,0.473589137420394,237667.2535704137,281947.86984382884
82.14509285305348,,,,,,,,74,18,21,12,16,11,-3.1068958789730967,-1.29668209466687,-3.772727687305348,-0.09316753875146389,172151.2314694962,283033.47884957073
69.10477389752094,,,,,,,,44,6,33,13,32,17,-7.476880729303129,-2.574910062379794,-1.4121930867573211,0.9785598902127699,200805.53391449092,230146.60484265935
73.6265562225117,,,,,,,,79,2,16,27,31,22,-6.922290947068509,-4.572984849186391,-1.115893163798595,-0.8905100354808098,131395.28312975285,241440.83026188498
82.98738503943797,,,,,,,,74,14,10,9,28,33,-3.8636209701061617,-0.1376930498604887,-1.6329013554428369,-0.28996946772750665,295899.3249346935,72870.73948241178
66.96691538064051,,,,,,,,69,13,30,28,14,18,-1.0206470655626312,-2.4099478431195105,-1.9275026987240373,-0.03619966578004519,216837.790762599,178468.95869455842
73.79726186940124,,,,,,,,30,10,31,24,27,34,-1.9007557969710067,-1.9290687784049432,-0.5376545302399416,0.006267109496639556,60961.713124157475,107895.74782224985
66.73119220320348,,,,,,,,58,14,12,22,29,22,-4.168697809004165,-3.8169510864624634,-4.60686644505121,-0.36812835522872644,131655.4764370022,95304.51090340431
64.49051885534573,,,,,,,,20,12,23,15,25,17,-2.6977828224275076,-2.582509574465981,-3.345426171099024,0.45848049819513603,205828.60843976436,252575.82478083312
70.48385118285803,,,,,,,,56,17,32,19,33,15,-6.351775297922013,-2.8542525402083907,-3.75856260184577,0.7494941469779495,64083.31944980995,83759.53417013686
63.124565486604084,,,,,,,,23,5,14,32,30,25,-3.590344719012423,-4.625520789990081,-0.0599301896728921,0.877438603955726,55971.04782978569,167162.9092490963
68.69084027230251,,,,,,,,25,2,5,26,24,34,-5.3381840887244305,-4.469198232262664,-3.0530511016656323,0.6101867535990524,162506.05988195064,284644.55989650823
59.65045135467867,,,,,,,,44,18,29,13,28,25,-8.10063863542439,-0.8126374019061275,-1.3369365037980065,0.7011603946131988,133172.5449231675,96458.01389133563
68.1000561281762,,,,,,,,26,14,33,21,29,20,-2.9826172612274284,-3.8009002389670488,-1.5763741805949771,0.10109060123999103,159574.65200829148,294498.35593455867
74.48390293615861,,,,,,,,79,4,17,31,17,27,-4.43535362651178,-4.025208642506847,-3.9395938126131114,0.6517764528536292,115673.32747000128,298571.99644026475
64.11236463793205,,,,,,,,54,9,21,30,27,21,-6.413784180464086,-2.4754427437493036,-3.8050115989422433,-0.39299218170409556,91179.43673574523,188904.28867060074
70.09291752530913,,,,,,,,50,6,7,16,18,12,-0.8866080992136922,-1.156264343187435,-3.5935771822348297,-0.2030424757815712,222285.8392450844,92535.68504428948
71.39342593621264,,,,,,,,68,16,12,11,27,23,-9.790658821732666,-4.69026740710506,-2.944363608703104,-0.3661739723629114,178642.77906695014,129026.2219852239
74.52534891821335,,,,,,,,59,6,18,14,9,24,-6.84226848750504,-2.115960401808721,-3.828374671747366,-0.06522532910414913,100038.55281234172,156123.20816913378
68.66420158694784,,,,,,,,61,11,7,29,8,19,-9.431186022223535,-4.403947785797133,-4.901742586265761,-0.42884076752272726,129897.35656499957,127331.05608955573
80.85866341867806,,,,,,,,41,16,20,30,18,13,-2.3347268377837285,-4.817694745871908,-0.6030347159640224,0.9232228845088937,197951.97691583147,120158.89496912895
48.990811385480825,,,,,,,,32,12,17,29,14,24,-2.978925458862074,-4.736280239188913,-0.17195084309557984,-0.3743107439886637,68057.33706811946,293057.4273040894
99.37752847167773,,,,,,,,76,19,24,14,21,14,-6.68647781263683,-0.8291794589577934,-3.29214806484216,-0.8039109237781203,86863.25231654488,88341.20685393641
61.28866235962484,,,,,,,,71,3,28,31,14,16,-3.2433709779292696,-4.410137581859692,-3.307465602872636,0.0536343321008268,68311.40102684752,233331.97717921555
74.03390023354078,,,,,,,,49,9,21,17,30,25,-6.040627738040501,-4.774243177938541,-4.964540936128145,-0.8858018431096473,253079.33317852972,50102.57235979372
60.615320897941515,,,,,,,,49,2,17,23,11,27,-2.437462085775657,-2.8105005642854386,-1.5987465583481297,-0.778913667382839,238102.30830300233,199045.66735059422
76.44268159509302,,,,,,,,41,8,33,15,20,24,-5.4581633726329395,-0.7800326402898765,-0.8728005212568561,-0.5612212216075074,238328.23296981427,278985.7509885131
72.76569152594928,,,,,,,,58,12,10,17,5,34,-5.877202721683345,-3.6879581175534906,-4.266958498199984,-0.07129950023571663,229081.33586900702,121983.52352330476
63.49286462654911,,,,,,,,69,17,21,25,21,5,-0.6527008451169909,-2.891436912370418,-4.201668253164247,-0.13349813538194422,217346.3559174673,96381.49381442979
80.73087345410313,,,,,,,,66,14,18,12,25,29,-7.491209001092997,-4.8003873371812436,-1.0495837501428111,0.5993837240055824,169247.97884454374,212919.94871960673
68.36039120398078,,,,,,,,79,3,21,12,33,24,-8.795526600034346,-2.7546074293256204,-1.9185462582292767,0.47894930776822675,210569.54087677874,228150.3518245983
75.47215938057003,,,,,,,,66,14,34,8,13,13,-4.154568867405418,-2.1119345968143315,-4.775697211861415,-0.14736341201859737,59590.388696993665,222007.62973799533
60.82840194803964,,,,,,,,75,1,12,19,10,26,-0.3067818771582118,-2.145464731239276,-1.8872650476885915,-0.3325915848487402,205366.10566419613,129829.22000534351
69.6911236442842,,,,,,,,69,14,15,32,23,19,-6.221607862728133,-3.337866539128174,-3.4554113857811695,-0.3670624318770028,244469.4263842193,113050.60053983273
90.03407267182105,,,,,,,,29,7,24,15,17,5,-9.379632363712185,-3.4223340966843225,-3.1563742226457703,0.547990174588018,175089.59009609756,288979.69999051106
79.6296552911413,,,,,,,,79,7,32,15,7,16,-6.606947326904326,-4.466881905317011,-1.1513429085155993,-0.8958551875574605,139378.33210680925,280824.87706748233
73.07620755451052,,,,,,,,56,16,5,5,11,7,-4.940683456804416,-3.166008396768658,-0.9453240366369471,-0.9743567009787883,119356.68370024479,164329.15247320506
65.51079172390205,,,,,,,,19,11,30,21,26,15,-8.380769933677863,-4.502526655635177,-2.998216865800847,0.5910887838532961,210700.5125405206,261548.46653859335
70.67498535875009,,,,,,,,20,18,11,19,13,6,-3.4189778194350797,-1.1670202764397422,-0.26423531996822636,-0.0457072480219014,223200.29965747718,163080.869408574
71.97565990172382,,,,,,,,66,9,25,24,26,20,-0.02250610989799462,-0.16862851125907063,-2.9676864102396388,-0.7382377228928481,267741.8999656356,156097.2545181276
74.49228434919745,,,,,,,,54,8,25,10,9,13,-5.482605240185562,-0.14962771666646546,-1.1408198238494505,-0.5288681308109975,135583.5206152477,89190.73689982366
59.23339491822334,,,,,,,,66,4,21,28,14,19,-6.452714432697873,-0.674644503123031,-2.5806136771787047,0.8650079061947651,242443.07684639638,156601.51412299322
76.68407960942365,,,,,,,,73,5,34,26,27,16,-5.992958331655334,-1.9960392533019045,-0.5123383673895798,0.7190059512497959,190338.95604733448,184354.23464995174
