Country,1990,2021,Absolute Change,Relative Change,1990.1,2021.0.1,Absolute Change.1,Relative Change.1,1990.2,2021.0.2,Absolute Change.2,Relative Change.2,Smoking_1990,Smoking_2021,Change,Percent_Change,Metric1,Metric2,Population,Lung_Cancer_1990,Lung_Cancer_2021,COPD_1990,COPD_2021,Cardiovascular_Diseases_1990,Cardiovascular_Diseases_2021,Stroke_1990,Stroke_2021,Oral_Cancers_1990,Oral_Cancers_2021,Year,Gender,Current_Smokers_Percentage,Former_Smokers_Percentage,Current_Smokers_Millions,Former_Smokers_Millions,Region,Type,Total Change,Due to Ageing,Due to Prevalence Changes,Due to Population Growth
Democratic Republic of Congo,9.0,6.7,-2.3,-0.25,248.0,146.1,-102.0,-0.41,129.9,85.8,-44.1,-0.34,42.7,27.5,-15.2,-0.36,0.227,0.029,95989999.0,7.883956055084139,4.614543147694277,-2.3656547147924365,18.139373122752826,23.059744444625768,4.589365481561488,3.757218910602554,18.20896623128538,-12.937106667418435,-12.74081804623405,,,,,,,,,,,,
Tanzania,13.9,8.0,-5.8,-0.42,530.8,315.4,-215.3,-0.41,216.7,112.9,-103.8,-0.48,80.8,44.1,-36.7,-0.45,0.14,0.034,60972801.0,23.46036566465969,-2.20786464768388,10.268499323474988,5.474273737641626,22.263700650181303,-6.983561409799192,-7.1739222418856965,-0.7042774098748708,17.43733651955487,5.987299824335263,,,,,,,,,,,,
Ukraine,31.2,31.6,0.3,0.01,796.5,475.3,-321.2,-0.4,393.7,274.0,-119.8,-0.3,124.9,81.4,-43.5,-0.35,0.4,0.115,44680009.0,12.131739608900489,16.66433334796224,-4.431204293825942,1.878994711911358,0.3262576866835474,19.67253566027221,18.7056681944714,3.662196398976384,0.5202016115786425,2.0855851770251643,,,,,,,,,,,,
Bangladesh,21.0,11.7,-9.3,-0.44,1146.3,687.9,-458.5,-0.4,417.4,182.9,-234.4,-0.56,154.5,81.2,-73.2,-0.47,0.522,0.171,166298024.0,31.096436558140063,0.1947926156729948,6.301205149787066,12.354055811834892,10.379230332642983,18.63484181141075,5.877434168386876,-0.1328091394864365,2.126669835449526,-13.715318159055094,,,,,,,,,,,,
Morocco,15.5,7.8,-7.7,-0.5,470.2,284.1,-186.1,-0.4,195.9,132.5,-63.4,-0.32,70.2,42.1,-28.1,-0.4,0.282,0.008,36584208.0,-19.177451040897445,3.0626355853310097,4.712956317118989,-20.00635309007885,4.281814223043211,27.947547233054603,-10.651818986597508,-7.200567306928667,15.38794141849058,12.910393544571711,,,,,,,,,,,,
Kenya,8.6,6.3,-2.2,-0.26,408.8,247.2,-161.5,-0.4,124.8,87.0,-37.8,-0.3,53.7,34.3,-19.3,-0.36,0.195,0.027,52217327.0,13.58902504375224,8.47987278980457,7.82938834058749,4.071145581085659,8.315910502108338,2.067217650469991,-0.522151609659125,-4.091775450660071,7.173300094006599,-6.316915767980492,,,,,,,,,,,,
Rwanda,19.7,6.5,-13.2,-0.67,1185.6,719.4,-466.3,-0.39,414.8,169.0,-245.8,-0.59,160.5,80.4,-80.1,-0.5,0.201,0.072,13065839.0,16.920470682381712,16.697551941701214,15.141148780888898,11.728651938869668,29.25159020469123,14.25150327663939,26.242597906343107,-6.611402667622564,9.373877720816076,-5.69052437014381,,,,,,,,,,,,
Mauritania,12.7,4.8,-7.9,-0.62,234.9,144.0,-90.8,-0.39,128.2,57.6,-70.6,-0.55,43.8,21.4,-22.4,-0.51,0.193,0.021,4600135.0,1.3899264953413253,-9.862964070557762,-9.056420918378691,-13.715862457798416,-0.6874381315346563,5.703836837107552,11.56821742113493,1.8388346825922608,22.96402344901084,2.6476919723094285,,,,,,,,,,,,
Uganda,6.6,4.2,-2.4,-0.36,317.7,196.6,-121.1,-0.38,126.3,77.0,-49.3,-0.39,47.3,29.0,-18.3,-0.39,0.13,0.037,44457149.0,5.647607765355023,-0.4450123584094836,-12.976141707356222,12.88754043206929,8.962667644770782,20.124532797634743,-0.1755213440785921,-5.669732310586418,-5.01618230380143,12.356373494287151,,,,,,,,,,,,
Nepal,26.7,7.8,-18.9,-0.71,1928.8,1196.1,-732.7,-0.38,506.4,216.6,-289.7,-0.57,226.1,120.5,-105.6,-0.47,0.479,0.128,28966582.0,2.7343108539910723,7.300546888390439,24.08176821898509,9.409964074944142,26.361170676466774,17.12204467613048,12.334422956815716,10.772859117907478,16.06140128081237,-6.543218189783969,,,,,,,,,,,,
Malaysia,14.1,13.6,-0.4,-0.03,957.5,594.4,-363.1,-0.38,262.2,167.5,-94.7,-0.36,110.2,71.9,-38.3,-0.35,0.438,0.011,33889555.0,8.823281121624882,0.6567076742628828,8.833140119795917,-0.557879139008012,10.41482197008052,13.575215257703393,4.497649487826175,-10.525956462036271,3.876131248970845,2.7737984984797164,,,,,,,,,,,,
Argentina,23.1,8.4,-14.8,-0.64,504.4,314.4,-190.0,-0.38,310.2,162.2,-148.0,-0.48,90.2,47.7,-42.5,-0.47,0.294,0.196,45191960.0,12.591125715117466,22.424542402810967,-2.9748653655655355,8.71281866106285,-0.5366109684822238,13.233965097165392,27.08147983560841,6.647802322144571,5.391922788632569,5.719165003305729,,,,,,,,,,,,
Fiji,35.1,27.4,-7.8,-0.22,712.5,445.5,-267.0,-0.37,424.0,292.5,-131.6,-0.31,136.1,87.9,-48.2,-0.35,0.356,0.105,914970.0,28.38894044741516,12.839817109609555,22.31651975522523,27.10192857804396,11.182667538890955,15.051091231563582,13.346354522315536,14.488289616089247,19.36768426412532,9.56805607263144,,,,,,,,,,,,
Cote d'Ivoire,10.4,6.5,-3.8,-0.37,311.6,195.3,-116.2,-0.37,142.3,86.1,-56.3,-0.4,52.1,31.1,-21.0,-0.4,0.179,0.009,28915452.0,0.0272978172635269,-9.498839543350453,3.7617463429285873,3.373662550584952,-5.701846056163337,0.2006638544947172,7.947416471910697,-17.760356425714555,6.641357562896237,2.697415552772252,,,,,,,,,,,,
Liberia,5.8,4.6,-1.2,-0.2,170.2,106.9,-63.3,-0.37,102.2,67.1,-35.1,-0.34,31.3,20.4,-10.9,-0.35,0.143,0.02,5149471.0,-4.954936028931876,11.21861947054776,13.357971840638264,3.502205863003361,-5.063732529773327,5.000899928983076,12.493834540318424,5.168565698475721,6.3219607904963295,-3.058278390833223,,,,,,,,,,,,
China,18.8,16.5,-2.2,-0.12,1884.8,1185.7,-699.1,-0.37,410.2,205.0,-205.2,-0.5,217.3,116.7,-100.6,-0.46,0.494,0.017,1426106083.0,16.71242956415464,32.89156197012633,11.540184814101092,1.2413910045975598,43.1314179660784,28.24131749859772,17.598891590265136,20.445689924732925,17.244073373098022,-4.774902206487198,,,,,,,,,,,,
Turkmenistan,21.9,21.1,-0.8,-0.04,677.7,431.9,-245.8,-0.36,371.7,195.0,-176.7,-0.48,118.4,67.9,-50.5,-0.43,0.106,0.004,6949915.0,20.99402117702074,17.11465260551147,26.52747924881988,-5.103443694647917,8.266011111680571,-0.0801529941106018,5.697578541792971,-7.343410186912053,-0.0975272954288533,2.898438830463748,,,,,,,,,,,,
Eritrea,23.9,12.6,-11.3,-0.47,209.4,134.1,-75.2,-0.36,187.1,88.7,-98.4,-0.53,59.7,30.8,-28.9,-0.48,0.147,0.002,3291277.0,9.257511096596843,-12.113699659540131,20.53840842443204,9.843358165442456,35.27882064837391,5.94969674146876,2.2155015091502177,18.88172386837704,-6.601096673390064,-9.79739011985607,,,,,,,,,,,,
Namibia,12.0,8.1,-3.9,-0.32,981.7,638.8,-342.9,-0.35,287.7,151.9,-135.8,-0.47,123.8,73.1,-50.7,-0.41,0.242,0.06,2728763.0,7.082397962329613,2.467659271337486,3.7003585152092655,-4.905838259088673,23.503179008808893,3.963791850608266,7.94998740585936,9.307190093660452,-6.734091940210336,-27.02050483494608,,,,,,,,,,,,
Greece,19.2,14.5,-4.7,-0.25,1052.5,687.4,-365.1,-0.35,294.4,210.4,-84.0,-0.29,119.5,74.4,-45.1,-0.38,0.365,0.305,10699370.0,17.08267433113356,20.10911149186623,15.690709509543556,4.435662372193925,19.77336123694874,23.110466289248425,7.992777634901584,-1.8421185575840875,-16.078565893760018,6.597598041576679,,,,,,,,,,,,
Cameroon,8.5,4.9,-3.5,-0.42,212.8,139.2,-73.6,-0.35,115.9,75.8,-40.1,-0.35,38.0,24.6,-13.4,-0.35,0.132,0.014,26210566.0,4.770775493480404,-4.616694656187807,8.353759495851476,-3.5465744676511664,-2.8835778018121347,-11.541869047837748,9.936295436369798,1.16430922342294,21.702071299403222,9.777348410861952,,,,,,,,,,,,
Austria,15.6,5.7,-10.0,-0.64,568.0,372.6,-195.3,-0.34,236.6,126.1,-110.5,-0.47,76.0,43.4,-32.6,-0.43,0.277,0.25,8921402.0,17.286449905328894,8.778194281462284,17.486315575323488,6.959798257463919,18.40309879408992,0.9207815272841168,5.8394588580729945,8.621269125217225,-8.752083657216831,-22.327324355418384,,,,,,,,,,,,
Zambia,8.3,5.2,-3.1,-0.38,533.3,350.1,-183.2,-0.34,203.0,108.9,-94.1,-0.46,74.6,45.1,-29.5,-0.4,0.251,0.037,19059395.0,0.4394690612264762,12.256340534293368,-5.919234605801044,5.591621052869483,5.433621737622261,10.537118750645208,12.548400772155793,3.917053914124115,0.0254637641422794,-8.744307047099376,,,,,,,,,,,,
Eswatini,9.5,9.6,0.0,0.0,575.3,378.0,-197.3,-0.34,197.1,135.4,-61.7,-0.31,77.2,52.1,-25.2,-0.33,0.165,0.018,1192733.0,4.443378534022319,-4.059304715780829,10.720514599984394,12.980399442578992,12.800098146453614,23.470240292343405,4.596834198914178,9.034559924463691,-0.4521329988892066,7.754542610051978,,,,,,,,,,,,
Cuba,16.6,10.5,-6.1,-0.37,809.7,532.9,-276.8,-0.34,285.3,194.7,-90.6,-0.32,105.0,67.2,-37.8,-0.36,0.255,0.103,11176349.0,6.578918468678424,6.124746439382,15.834244868495878,-1.7401639885474696,41.35084538268795,9.422497389270122,8.136351903160907,-4.502735930793662,6.224066978091008,22.590954697116985,,,,,,,,,,,,
Senegal,11.2,5.0,-6.2,-0.55,190.1,125.6,-64.5,-0.34,152.8,77.4,-75.4,-0.49,43.7,23.4,-20.3,-0.46,0.131,0.007,16789215.0,-10.265149481321185,-30.07267340069073,-15.402394864231145,-1.5287493529337128,5.594401002753502,-2.041995266931984,-16.923006845321076,3.3316082403607803,9.468372125392968,0.9099370767540788,,,,,,,,,,,,
Seychelles,19.9,16.5,-3.4,-0.17,929.8,614.5,-315.3,-0.34,318.7,151.7,-167.0,-0.52,119.1,68.9,-50.2,-0.42,0.34,0.064,120299.0,14.87120277064576,-3.3538764133428973,-5.877585126657751,-6.342637157823074,29.357733262856755,29.146570694405906,17.500276747024813,-9.3141449690498,12.177734883597452,-5.213029412291345,,,,,,,,,,,,
Barbados,6.3,3.6,-2.7,-0.42,305.7,203.7,-102.1,-0.33,83.4,42.2,-41.2,-0.49,34.6,20.1,-14.5,-0.42,0.15,0.019,281705.0,6.070552721798894,-0.5156815139316029,-18.662321777601004,-3.4379326007611164,-1.8417642512588737,-11.46513900416244,5.886884758979927,0.294739386512997,-4.792774385689384,-1.2259644110484016,,,,,,,,,,,,
Serbia,30.4,17.1,-13.3,-0.44,953.6,637.4,-316.2,-0.33,397.9,317.3,-80.6,-0.2,139.4,91.0,-48.4,-0.35,0.405,0.391,6907817.0,13.991134566424613,-3.377831819648496,4.275931655554423,8.323004930448523,20.560115095030383,-8.338059566200817,19.738101098596523,-2.669076414647897,2.510782862135885,16.478764191481847,,,,,,,,,,,,
Pakistan,17.8,11.8,-6.0,-0.34,1151.9,771.4,-380.5,-0.33,333.4,207.3,-126.1,-0.38,139.7,91.1,-48.6,-0.35,0.33,0.073,235001743.0,11.62412866624853,25.43411303931635,14.160422557959622,12.124886166453518,38.6630063563551,18.06514450053332,-19.183553781936894,-0.9782994258976664,7.0167995048829965,-3.7266417912453536,,,,,,,,,,,,
Philippines,28.0,20.7,-7.3,-0.26,959.0,652.7,-306.3,-0.32,301.6,236.9,-64.7,-0.21,141.4,90.9,-50.5,-0.36,0.393,0.065,112081271.0,-0.0137074205041418,-5.211413779606325,22.09357052096028,-4.676653241776253,14.940329422122328,8.614457756473888,30.78174704780728,18.723931752104377,1.7550887381645293,-5.264920066502535,,,,,,,,,,,,
Vanuatu,28.5,27.8,-0.7,-0.02,826.7,563.8,-262.9,-0.32,383.4,244.0,-139.3,-0.36,132.8,90.6,-42.2,-0.32,0.33,0.026,298868.0,9.073546772346411,4.659555133030163,7.380947804197753,13.226059201056604,38.04448557996929,3.377671828692866,7.900103718448264,17.25510120594269,20.05745576019993,-2.1094352218203247,,,,,,,,,,,,
Moldova,26.8,26.5,-0.3,-0.01,631.5,431.4,-200.1,-0.32,355.6,288.9,-66.7,-0.19,107.8,78.7,-29.2,-0.27,0.517,0.062,3069135.0,7.352854834732306,9.177405772860917,21.67615545571292,17.491378588049507,23.24751935455476,18.888564472993533,18.627828167375164,11.60038120907177,8.143749516382513,-7.172286082587123,,,,,,,,,,,,
Haiti,16.1,7.1,-8.9,-0.56,308.0,210.5,-97.5,-0.32,179.6,86.3,-93.4,-0.52,57.8,31.2,-26.6,-0.46,0.122,0.031,11243847.0,-2.2427726922161897,17.532732890661155,-10.911014582148914,5.6943490322370085,3.045332241057324,7.118007137711988,-6.353059271255309,-8.739127646725791,9.082777860498174,2.162703159947955,,,,,,,,,,,,
Algeria,10.3,7.6,-2.7,-0.26,765.2,526.1,-239.1,-0.31,174.3,91.2,-83.1,-0.48,109.5,61.5,-48.0,-0.44,0.413,0.007,44042093.0,9.33714288333991,-8.208621511794393,-11.558824393551546,21.84295812558065,22.74907739055521,3.584213692632716,13.792739050625698,1.1409155030519815,9.913812686674127,18.091784584695606,,,,,,,,,,,,
Nauru,77.0,71.1,-5.8,-0.08,1245.1,856.2,-388.9,-0.31,708.1,590.3,-117.8,-0.17,242.2,191.7,-50.5,-0.21,0.478,0.491,11665.0,28.260508568145383,30.8016375215496,11.554523011033812,1.8471080089642689,46.055544496267295,15.951956013291056,6.419844368263439,25.549976999791834,19.000738574853248,8.98179273116029,,,,,,,,,,,,
Peru,5.4,3.7,-1.6,-0.3,239.1,166.8,-72.3,-0.3,63.0,34.3,-28.7,-0.46,28.1,17.1,-10.9,-0.39,0.132,0.03,32838576.0,21.6718590121053,1.8123306101958707,5.245654489393073,-11.59154703311417,10.433099622171964,11.289573282801449,-4.270689606958051,2.614169136399048,2.653215587037069,-2.010535021262876,,,,,,,,,,,,
Palau,27.9,41.2,13.3,0.48,774.8,547.4,-227.4,-0.29,368.6,256.5,-112.1,-0.3,123.5,94.6,-28.9,-0.23,0.273,0.079,17817.0,14.095778128318392,-0.3550865104795111,5.8480525190590695,-13.057202489042789,2.822752801095435,20.692011779586608,27.785313538667864,29.815295399816943,-9.263319479558463,-0.0801126891554413,,,,,,,,,,,,
North Korea,25.8,28.8,3.0,0.12,1018.8,728.9,-289.9,-0.28,334.7,291.6,-43.0,-0.13,136.2,105.5,-30.7,-0.23,0.348,0.0,26136313.0,16.195503907227643,15.171034742632708,-13.864421000398767,20.23544311489183,13.15862824175131,14.83324136220617,7.627175992366535,11.31817839394372,8.082879517526415,-12.46690808696657,,,,,,,,,,,,
Tunisia,10.3,11.5,1.2,0.11,929.9,666.7,-263.1,-0.28,227.2,162.4,-64.9,-0.29,106.0,72.2,-33.7,-0.32,0.472,0.02,11974058.0,9.855540842338328,9.2105969557347,4.408799604872117,10.153656563540578,13.424813644484953,29.29636996047666,9.59432873179723,6.974491164900316,-3.3335689379182902,10.99709777147159,,,,,,,,,,,,
Tuvalu,51.1,40.8,-10.3,-0.2,898.6,652.7,-245.9,-0.27,564.7,377.6,-187.1,-0.33,170.8,123.5,-47.3,-0.28,0.498,0.213,10423.0,-2.1077121529904126,6.347831228412055,-4.50469500504853,5.61915329089545,24.87566570899953,7.824152336738473,20.656677306887545,5.553835357974988,-0.1621668174975674,2.92662802987198,,,,,,,,,,,,
Albania,9.7,10.2,0.5,0.05,1360.2,990.4,-369.8,-0.27,265.4,179.1,-86.3,-0.33,137.5,94.7,-42.8,-0.31,0.388,0.06,2871951.0,13.484861245507831,10.16802084990019,13.571725488300384,7.5346862631982034,26.83172097550678,-1.050251709247389,14.581818879726049,7.964409047822824,9.988640187550931,1.0362008640937437,,,,,,,,,,,,
Niger,5.2,2.4,-2.8,-0.53,165.9,120.9,-45.0,-0.27,50.8,29.3,-21.5,-0.42,23.3,16.2,-7.1,-0.3,0.137,0.011,23717614.0,2.9323020994102644,-2.233135968617602,4.830982460968483,-10.444890472983763,5.272010009332538,-4.489080698812445,3.1351890514357645,-0.3906983638054389,13.081830714336355,32.417075678448604,,,,,,,,,,,,
Solomon Islands,33.5,41.3,7.8,0.23,1173.1,856.1,-317.0,-0.27,565.7,481.3,-84.4,-0.15,189.8,157.4,-32.3,-0.17,0.538,0.192,744507.0,43.61242112485286,16.87517345251248,0.0912021367264479,32.32751979616826,15.11655641289899,23.154139836445022,16.935610024662257,18.099086766885904,5.906715767360616,7.709529083656863,,,,,,,,,,,,
Samoa,21.3,27.8,6.5,0.31,963.0,705.8,-257.1,-0.27,391.2,300.6,-90.6,-0.23,137.5,108.9,-28.6,-0.21,0.361,0.145,211958.0,11.826390352188774,17.51130674521047,1.7363308266330648,6.737211819752275,24.42697851005964,18.76839449322692,33.65915585238275,17.190023167945842,7.213330125989637,-4.250910500951843,,,,,,,,,,,,
Vietnam,12.7,15.4,2.6,0.21,981.4,725.3,-256.2,-0.26,312.0,232.9,-79.1,-0.25,118.4,88.1,-30.3,-0.26,0.474,0.022,98079196.0,14.855473423336123,24.67016816145352,-4.672135218889514,5.498947946048929,23.865857452838235,10.8026394214367,7.711812029664149,-1.6928946050794949,20.57414944635238,-1.6205759620554332,,,,,,,,,,,,
India,20.3,9.5,-10.8,-0.53,932.2,691.5,-240.6,-0.26,297.7,167.5,-130.2,-0.44,121.9,76.8,-45.1,-0.37,0.413,0.13,1402617692.0,11.842882302947569,-4.698154988268492,5.468209027268282,11.09766623898692,23.8829044793104,15.040553965142967,10.543990467149676,-7.936329535577781,6.064531794885683,13.78845709196755,,,,,,,,,,,,
Uruguay,22.9,11.8,-11.1,-0.49,591.3,438.9,-152.4,-0.26,362.9,217.9,-145.0,-0.4,101.9,64.1,-37.9,-0.37,0.244,0.185,3398967.0,-1.4967803761953196,27.740333746562666,14.646423205012384,8.015092317367133,26.09280725554622,-2.9003942419044417,17.63954396007612,-13.875053731032963,29.073831141803947,3.0557041053776444,,,,,,,,,,,,
Laos,35.9,19.1,-16.8,-0.47,1447.6,1076.0,-371.6,-0.26,571.5,275.8,-295.7,-0.52,206.8,126.6,-80.2,-0.39,0.533,0.103,7346533.0,32.10822814515021,-6.860877995225017,0.4827395366445639,8.568840242791314,39.35922154548904,33.4276460407326,25.53125932957984,13.941913269125436,11.859096456315442,-10.584779783173667,,,,,,,,,,,,
Paraguay,10.2,6.4,-3.8,-0.37,802.7,599.6,-203.1,-0.25,176.3,140.3,-36.0,-0.2,84.1,61.9,-22.2,-0.26,0.186,0.044,6603742.0,15.929330326867742,4.672149049644167,9.245465155178444,-4.809744554453118,17.206800792284366,8.463488216074312,17.757303055603803,-6.700666061738735,-15.084627591558178,11.049289345752037,,,,,,,,,,,,
Kazakhstan,30.1,15.4,-14.7,-0.49,576.2,434.8,-141.4,-0.25,406.0,221.4,-184.7,-0.45,118.6,68.2,-50.5,-0.43,0.396,0.067,19482117.0,19.77031947043047,12.703172064845766,0.6274238162755914,8.124683571359958,17.088342885413528,21.40295831588128,14.689302220291848,-16.754905929524828,11.091416211045324,-4.635440855389939,,,,,,,,,,,,
Saudi Arabia,10.7,17.0,6.4,0.6,325.0,245.4,-79.6,-0.25,144.0,122.2,-21.8,-0.15,50.8,43.0,-7.7,-0.15,0.265,0.02,30991205.0,-4.01387454794739,7.109918677350327,-5.388728322623442,20.970244964750336,-8.989609335159914,9.87725346377704,-7.874049127304835,6.895786045309642,5.335583848827778,20.02297776217545,,,,,,,,,,,,
Papua New Guinea,25.2,23.4,-1.8,-0.07,740.6,563.0,-177.6,-0.24,354.3,249.5,-104.8,-0.3,121.3,90.6,-30.8,-0.25,0.535,0.251,9815741.0,26.157943109361,2.833004801794063,4.994696400454422,17.984200461549776,22.49118219132586,18.15753219153784,24.82531532301096,31.271995174327905,16.536527540827457,13.518480657146483,,,,,,,,,,,,
Cape Verde,5.7,4.0,-1.7,-0.3,191.8,147.1,-44.7,-0.23,84.6,69.3,-15.4,-0.18,29.7,22.0,-7.8,-0.26,0.173,0.054,514684.0,-11.048510627922807,0.1187774964272478,-8.867423224193741,17.031866266393973,6.531876871631112,8.99767280232204,-9.38445393018688,1.4792908846010668,7.622813512699584,-3.813218956587512,,,,,,,,,,,,
Burkina Faso,6.4,4.3,-2.1,-0.32,124.0,97.2,-26.8,-0.22,80.6,55.4,-25.2,-0.31,24.9,17.9,-7.0,-0.28,0.221,0.064,21478692.0,8.358570938002703,-3.140009346588328,-4.291493053471821,-4.217156764311852,6.450788371953734,7.162085600173149,4.769354652390333,9.63790774451642,-0.6375598398377382,13.347163617351129,,,,,,,,,,,,
Lebanon,23.2,10.5,-12.7,-0.55,1048.8,825.7,-223.1,-0.21,351.6,162.2,-189.4,-0.54,134.4,78.0,-56.4,-0.42,0.475,0.289,5702401.0,35.344556258099786,1.9063524305578847,-5.258778925888484,-5.996048202585808,7.392514241796906,18.12722759867544,1.8652414998064224,6.278293585475651,-8.210982362893658,3.0185551052740327,,,,,,,,,,,,
Bahamas,8.5,7.1,-1.4,-0.17,263.7,207.9,-55.8,-0.21,135.0,80.0,-55.0,-0.41,43.4,28.8,-14.6,-0.34,0.188,0.024,395874.0,-5.565363251306884,11.376020970210249,21.81725132916389,0.1821307990035185,-4.300565404082624,17.611525301324313,2.3966165340700747,1.0271034680885738,-0.7882325728602531,9.391736751222195,,,,,,,,,,,,
Iran,8.5,8.3,-0.2,-0.02,400.3,316.2,-84.1,-0.21,183.3,94.7,-88.6,-0.48,61.2,38.1,-23.1,-0.38,0.241,0.031,87723446.0,0.4570227039722816,7.380154859650474,3.412635519717287,2.4622491228869463,19.71152853332904,7.680211697014701,7.571624103034805,11.857764829877686,-6.669204542093,5.990328172944747,,,,,,,,,,,,
Mozambique,11.2,10.5,-0.8,-0.07,389.9,309.2,-80.7,-0.21,160.4,147.3,-13.1,-0.08,59.2,51.6,-7.6,-0.13,0.23,0.056,30783685.0,6.916513650876413,-1.7690959526065422,-4.037255079925856,13.521915184709483,8.48444846143345,14.830037575885124,7.357572154502732,0.709254558113487,-4.029234498047227,-6.915566549908736,,,,,,,,,,,,
East Timor,19.4,13.6,-5.8,-0.3,971.3,774.0,-197.3,-0.2,262.8,237.1,-25.7,-0.1,119.5,100.6,-18.9,-0.16,0.676,0.108,1326051.0,6.915243458838009,19.055998754332503,8.11479910734222,-11.894646297148192,24.74000697372625,14.19264305712773,12.584207542352848,9.715923140719031,9.470784044206097,-3.4174983231746205,,,,,,,,,,,,
Chad,8.1,5.6,-2.6,-0.32,326.9,261.6,-65.3,-0.2,114.0,89.4,-24.6,-0.22,44.0,35.4,-8.7,-0.2,0.138,0.027,17224685.0,-11.106634310661326,6.612995208766094,1.0767195030917018,17.065503194606137,6.883183761304611,19.71117215449473,19.217112690586468,5.6949780619601365,18.019045043514065,11.361608175811613,,,,,,,,,,,,
Tonga,16.8,17.5,0.7,0.04,1209.3,971.6,-237.7,-0.2,325.2,263.6,-61.6,-0.19,140.9,111.2,-29.8,-0.21,0.467,0.153,105719.0,14.775629748060275,19.248621188389603,4.835304004667771,3.979921014210106,21.432561394957453,9.916076979407302,14.3983430151398,1.1030954635695132,8.173715298229812,-0.011753321065409,,,,,,,,,,,,
Malawi,9.4,9.4,0.0,0.0,597.4,481.8,-115.7,-0.19,180.2,155.4,-24.8,-0.14,75.3,62.5,-12.9,-0.17,0.175,0.041,19533886.0,-3.093037137261049,12.546288419236122,9.906667000434252,-1.1438106994742006,20.67783805975997,27.38440432910816,2.829433647093513,14.295423495365227,-9.699830620351843,-2.161484632419967,,,,,,,,,,,,
Congo,12.6,10.0,-2.6,-0.21,443.0,357.9,-85.1,-0.19,208.1,126.4,-81.7,-0.39,69.3,49.7,-19.6,-0.28,0.268,0.021,5752791.0,11.665924306351815,-3.3199501092207218,11.04007710047305,-7.636043752601675,5.2345527178262605,7.053420493556566,14.491871682883572,1.729402433045914,6.525026682201407,-8.06022579349353,,,,,,,,,,,,
Bosnia and Herzegovina,20.7,15.6,-5.1,-0.25,951.8,773.4,-178.4,-0.19,332.3,277.2,-55.1,-0.17,122.2,92.6,-29.5,-0.24,0.42,0.28,3299352.0,3.02575765766197,3.658189598030305,0.8049885238947256,-11.918566718657694,19.29120776940984,-0.4177510211804822,20.448704889246407,-1.075451594928447,15.632314866456513,7.01399065593461,,,,,,,,,,,,
Belarus,32.7,32.1,-0.6,-0.02,840.3,686.9,-153.4,-0.18,405.2,369.9,-35.2,-0.09,130.7,108.4,-22.4,-0.17,0.474,0.135,9350943.0,28.569344050175395,18.31293605123262,0.7768175935531998,13.651705839619147,14.982247112949572,17.541044149107893,-3.127078151369924,12.953098435704035,-2.1768290431938224,23.87724919243145,,,,,,,,,,,,
Cambodia,25.7,16.5,-9.2,-0.36,1366.2,1118.8,-247.4,-0.18,485.3,288.5,-196.7,-0.41,186.4,131.1,-55.3,-0.3,0.361,0.06,16725482.0,10.807467076637629,19.213702654334647,6.56948302848356,7.288179671884039,23.61503772567685,12.85448342525119,19.02200069849858,0.1923201820896274,4.251828333270822,-6.742329142542729,,,,,,,,,,,,
Russia,34.3,31.1,-3.2,-0.09,544.5,446.3,-98.2,-0.18,401.0,302.5,-98.4,-0.25,114.3,83.3,-31.0,-0.27,0.408,0.128,146371293.0,8.209384837943244,8.120984060358518,-17.30421164735585,-8.73460899741054,14.053278765313609,20.90143548988724,15.012727423108984,6.112811573691283,3.575881947291971,2.741194566727581,,,,,,,,,,,,
Jamaica,6.0,4.8,-1.2,-0.2,350.9,287.9,-63.0,-0.18,143.1,90.8,-52.3,-0.37,47.2,34.0,-13.2,-0.28,0.15,0.038,2830746.0,12.855172173696698,4.57327383308782,-12.791910621985522,-11.25078772063616,9.301337716337128,-1.4262397930239097,0.3283649664000814,2.288810033557965,-6.4329831308224,15.142205554154293,,,,,,,,,,,,
Mongolia,19.0,27.5,8.4,0.44,772.3,635.0,-137.2,-0.18,428.3,286.1,-142.2,-0.33,129.4,99.5,-30.0,-0.23,0.517,0.071,3290788.0,0.6313568356604495,22.72664895788425,20.138742674445247,1.617153007098718,14.622513783365228,10.463165667852202,22.8150681331162,17.823955658315782,10.36480433843859,2.1885860875428484,,,,,,,,,,,,
Kuwait,12.1,11.0,-1.0,-0.09,506.5,417.0,-89.5,-0.18,178.7,77.9,-100.8,-0.56,69.2,42.4,-26.8,-0.39,0.335,0.022,4400146.0,9.194599346041295,-1.675713888358299,19.90967713501284,18.81021525289393,22.93756125573521,-12.535407309455309,3.343444129674733,7.714982328799528,0.8665185139221845,5.795717962497339,,,,,,,,,,,,
El Salvador,5.7,5.2,-0.5,-0.08,159.6,131.4,-28.2,-0.18,67.5,58.4,-9.0,-0.13,24.1,19.8,-4.3,-0.18,0.141,0.017,6234680.0,15.481427542824282,7.450973811700379,-1.2853603955637831,-1.6059135136360476,-5.331073022195039,-1.5530631924907667,2.9427645347154225,1.135730412548561,4.918324439070277,-10.029935281468797,,,,,,,,,,,,
